epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,7371.33,1.32301,0.66498,0.99645,0.6702,0.48626,0.53042,0.33313,1.29707,0.6622,1.01452,0.003829,0.003829,0.003829
189,7991.3,1.326,0.66736,0.99743,0.66862,0.48534,0.52993,0.33317,1.29699,0.66221,1.01448,0.003796,0.003796,0.003796
190,8566,1.32211,0.66462,0.99656,0.66987,0.48406,0.52962,0.33297,1.29697,0.66224,1.01449,0.003763,0.003763,0.003763
191,9112.5,1.32284,0.66568,0.99578,0.67009,0.48341,0.52922,0.33282,1.29677,0.66223,1.01444,0.00373,0.00373,0.00373
192,9675.39,1.31934,0.66278,0.99587,0.66953,0.48332,0.52941,0.33271,1.29674,0.66237,1.01445,0.003697,0.003697,0.003697
193,10245.6,1.32158,0.66569,0.99647,0.67001,0.48244,0.52908,0.33277,1.29671,0.6623,1.01446,0.003664,0.003664,0.003664
194,10906.7,1.31664,0.66162,0.99516,0.66733,0.48257,0.52886,0.33273,1.29665,0.66252,1.01443,0.003631,0.003631,0.003631
195,11612.6,1.31448,0.65895,0.99487,0.66974,0.4827,0.52874,0.33256,1.29656,0.66267,1.01441,0.003598,0.003598,0.003598
196,12291,1.31719,0.66138,0.99451,0.66847,0.48128,0.52819,0.33242,1.29652,0.66274,1.01445,0.003565,0.003565,0.003565
197,12963.8,1.31272,0.6581,0.99254,0.66777,0.4799,0.52755,0.33224,1.29655,0.66273,1.01445,0.003532,0.003532,0.003532
198,13675.8,1.31548,0.66075,0.99268,0.66876,0.48047,0.52753,0.3323,1.29657,0.66301,1.01443,0.003499,0.003499,0.003499
199,14416.9,1.30949,0.65788,0.99268,0.67139,0.47938,0.5269,0.3322,1.29652,0.66316,1.01442,0.003466,0.003466,0.003466
200,15229.1,1.31279,0.65995,0.99236,0.67229,0.47932,0.52671,0.3321,1.29645,0.66314,1.01437,0.003433,0.003433,0.003433
201,15908,1.31136,0.65741,0.9917,0.67419,0.47827,0.52594,0.33187,1.29646,0.66312,1.01438,0.0034,0.0034,0.0034
202,16608,1.30932,0.65712,0.99128,0.67463,0.4783,0.52567,0.3318,1.29656,0.66408,1.01443,0.003367,0.003367,0.003367
203,17260,1.31019,0.65653,0.99116,0.67799,0.47707,0.5252,0.33168,1.29667,0.66491,1.01447,0.003334,0.003334,0.003334
204,17770.9,1.30707,0.65612,0.98976,0.6802,0.47656,0.52545,0.33179,1.29681,0.6654,1.01456,0.003301,0.003301,0.003301
205,18277.8,1.30545,0.65449,0.98911,0.73049,0.46374,0.5253,0.33153,1.2967,0.66503,1.0146,0.003268,0.003268,0.003268
206,18835.9,1.3064,0.65553,0.99005,0.73231,0.46284,0.52484,0.33138,1.29679,0.66554,1.01469,0.003235,0.003235,0.003235
207,19356,1.30032,0.65098,0.98831,0.73055,0.46348,0.52469,0.33128,1.29704,0.66568,1.01482,0.003202,0.003202,0.003202
208,19911.6,1.30453,0.65524,0.99031,0.73128,0.46291,0.52405,0.33089,1.29714,0.66581,1.0149,0.003169,0.003169,0.003169
209,20566,1.29994,0.65059,0.98803,0.73243,0.46292,0.52385,0.33065,1.29735,0.66597,1.01502,0.003136,0.003136,0.003136
210,21168.3,1.30071,0.65137,0.98693,0.73217,0.46317,0.5236,0.33051,1.29756,0.66631,1.01517,0.003103,0.003103,0.003103
211,21718.9,1.29664,0.64897,0.98651,0.73109,0.46328,0.52324,0.3303,1.29785,0.66742,1.01527,0.00307,0.00307,0.00307
212,22414.7,1.29847,0.64993,0.98688,0.73022,0.46338,0.52275,0.33013,1.2981,0.66822,1.01535,0.003037,0.003037,0.003037
213,22950.9,1.29315,0.6483,0.98538,0.7305,0.4634,0.5226,0.33006,1.29821,0.66774,1.01546,0.003004,0.003004,0.003004
214,23490.6,1.29267,0.64629,0.98597,0.72982,0.46362,0.52234,0.32994,1.29846,0.66847,1.01557,0.002971,0.002971,0.002971
215,24023.6,1.29457,0.64851,0.98545,0.72953,0.46344,0.52202,0.32977,1.2987,0.66811,1.01569,0.002938,0.002938,0.002938
216,24544.4,1.28943,0.64599,0.98354,0.72729,0.46424,0.52227,0.32995,1.2989,0.66939,1.01577,0.002905,0.002905,0.002905
217,25073.4,1.28962,0.64588,0.9846,0.7285,0.46345,0.5223,0.32994,1.29926,0.66931,1.01586,0.002872,0.002872,0.002872
218,25712.2,1.28627,0.64333,0.98271,0.72739,0.46393,0.52214,0.3298,1.2994,0.6706,1.01596,0.002839,0.002839,0.002839
219,26239.3,1.28595,0.64363,0.98367,0.72688,0.46361,0.522,0.32961,1.29956,0.67097,1.0161,0.002806,0.002806,0.002806
220,26934.3,1.28679,0.64181,0.98325,0.72715,0.46386,0.52194,0.3295,1.29983,0.67219,1.01623,0.002773,0.002773,0.002773
221,27618,1.28518,0.64194,0.98184,0.72683,0.46357,0.52153,0.32931,1.30017,0.67351,1.01637,0.00274,0.00274,0.00274
222,28190.2,1.2814,0.64052,0.981,0.72591,0.46359,0.52141,0.32921,1.30054,0.67453,1.01654,0.002707,0.002707,0.002707
223,28742.2,1.28338,0.64201,0.98263,0.72345,0.46423,0.5212,0.3293,1.3006,0.67479,1.01661,0.002674,0.002674,0.002674
224,29279.1,1.28057,0.64013,0.98092,0.72258,0.4644,0.52078,0.32904,1.30092,0.6751,1.01677,0.002641,0.002641,0.002641
225,29944.4,1.27813,0.63796,0.97893,0.72255,0.46439,0.52042,0.32877,1.30127,0.67622,1.01693,0.002608,0.002608,0.002608
226,30658.9,1.27594,0.63762,0.97999,0.72156,0.46493,0.5204,0.32877,1.30153,0.67668,1.01705,0.002575,0.002575,0.002575
227,31290.3,1.27231,0.63445,0.97762,0.72146,0.46414,0.52003,0.32822,1.3018,0.6774,1.0172,0.002542,0.002542,0.002542
228,31864.2,1.27162,0.63555,0.97918,0.72153,0.46424,0.52001,0.32817,1.3021,0.67835,1.01733,0.002509,0.002509,0.002509
229,32437.6,1.26919,0.63399,0.97815,0.72227,0.46439,0.51967,0.32801,1.30245,0.67935,1.01748,0.002476,0.002476,0.002476
230,33031.1,1.27114,0.6331,0.97696,0.72098,0.46481,0.5191,0.32772,1.30292,0.68034,1.01768,0.002443,0.002443,0.002443
231,33780.1,1.26992,0.63165,0.97721,0.72197,0.46488,0.51892,0.32763,1.30324,0.68128,1.01783,0.00241,0.00241,0.00241
232,34343.9,1.26659,0.6305,0.97607,0.72136,0.46495,0.51867,0.32746,1.30352,0.6821,1.01796,0.002377,0.002377,0.002377
233,34898.3,1.2688,0.63373,0.9768,0.72131,0.46472,0.51824,0.32701,1.30398,0.68272,1.01814,0.002344,0.002344,0.002344
234,35436.9,1.26466,0.63013,0.97545,0.72084,0.46464,0.51811,0.32724,1.30427,0.68436,1.01831,0.002311,0.002311,0.002311
235,35975,1.26403,0.62859,0.97516,0.72009,0.46474,0.51776,0.32707,1.30463,0.68401,1.01846,0.002278,0.002278,0.002278
236,36623.7,1.26045,0.62823,0.97478,0.72122,0.464,0.51749,0.32675,1.30519,0.6847,1.01866,0.002245,0.002245,0.002245
237,37371.8,1.25946,0.62622,0.97504,0.72149,0.4643,0.51743,0.32681,1.30558,0.68571,1.01887,0.002212,0.002212,0.002212
238,38022.7,1.25792,0.62713,0.97411,0.72144,0.46377,0.51717,0.32685,1.3058,0.68567,1.01901,0.002179,0.002179,0.002179
239,38628,1.25345,0.62405,0.97272,0.72283,0.46412,0.51691,0.32664,1.30618,0.68719,1.01922,0.002146,0.002146,0.002146
240,39153.6,1.25322,0.62365,0.97262,0.68996,0.47345,0.51655,0.32634,1.30662,0.68745,1.01943,0.002113,0.002113,0.002113
241,39842,1.24952,0.62319,0.97165,0.69097,0.47318,0.51642,0.32627,1.307,0.68806,1.01961,0.00208,0.00208,0.00208
242,40373.8,1.25131,0.62264,0.97088,0.69282,0.47256,0.51608,0.32603,1.30742,0.68952,1.01987,0.002047,0.002047,0.002047
243,41106,1.24935,0.62155,0.97035,0.69281,0.47266,0.51591,0.32568,1.30803,0.69081,1.02017,0.002014,0.002014,0.002014
244,41675.3,1.24676,0.61999,0.9701,0.69327,0.47276,0.51567,0.32541,1.30854,0.69124,1.02039,0.001981,0.001981,0.001981
245,42263.9,1.24424,0.61822,0.96938,0.69421,0.47226,0.51541,0.32533,1.30903,0.69275,1.02069,0.001948,0.001948,0.001948
246,42819.9,1.2431,0.61762,0.96834,0.69448,0.47118,0.51484,0.32505,1.30956,0.69359,1.02095,0.001915,0.001915,0.001915
247,721.244,1.24159,0.62143,0.96894,0.69513,0.47226,0.51543,0.32519,1.30854,0.69053,1.02065,0.001882,0.001882,0.001882
248,1253.91,1.23848,0.61725,0.96735,0.6951,0.47272,0.51546,0.32533,1.30762,0.68778,1.02044,0.001849,0.001849,0.001849
249,1789.42,1.23905,0.61723,0.96756,0.71975,0.46613,0.51589,0.32554,1.30687,0.68563,1.0203,0.001816,0.001816,0.001816
250,2344.71,1.23605,0.61484,0.96548,0.72039,0.46612,0.51589,0.32561,1.3066,0.68431,1.02035,0.001783,0.001783,0.001783
251,2932.34,1.23627,0.61487,0.96765,0.72128,0.46603,0.51593,0.32561,1.30635,0.68308,1.0204,0.00175,0.00175,0.00175
252,3547.23,1.23555,0.61385,0.96628,0.72104,0.46643,0.516,0.3256,1.30624,0.6823,1.02046,0.001717,0.001717,0.001717
253,4123.31,1.2309,0.61326,0.96555,0.7241,0.46575,0.51597,0.32563,1.30625,0.68153,1.02051,0.001684,0.001684,0.001684
254,4709.08,1.2329,0.61261,0.96443,0.72111,0.46601,0.51602,0.32568,1.30628,0.68099,1.02065,0.001651,0.001651,0.001651
255,5324.7,1.22679,0.60957,0.96385,0.72285,0.46549,0.51595,0.32543,1.30637,0.68074,1.02078,0.001618,0.001618,0.001618
256,5888,1.23071,0.61307,0.96476,0.72312,0.46519,0.51596,0.32539,1.30655,0.68065,1.02093,0.001585,0.001585,0.001585
257,6432.27,1.2251,0.60804,0.96367,0.72222,0.46523,0.51598,0.32532,1.30683,0.68068,1.02112,0.001552,0.001552,0.001552
258,6960.19,1.2229,0.60689,0.9628,0.72091,0.46547,0.51607,0.32539,1.30712,0.68087,1.02135,0.001519,0.001519,0.001519
259,7509.19,1.22088,0.60681,0.96224,0.72006,0.46421,0.51606,0.32536,1.30739,0.68117,1.02158,0.001486,0.001486,0.001486
260,8053.27,1.22013,0.60595,0.96267,0.72083,0.46362,0.51622,0.32536,1.30792,0.68159,1.02184,0.001453,0.001453,0.001453
261,8590.73,1.21409,0.60288,0.9604,0.72028,0.46356,0.51644,0.32537,1.30844,0.682,1.02211,0.00142,0.00142,0.00142
262,9152.24,1.21511,0.60358,0.95978,0.71939,0.4619,0.5165,0.32533,1.30892,0.68247,1.0224,0.001387,0.001387,0.001387
263,9765.36,1.21199,0.6011,0.95921,0.71883,0.46067,0.51643,0.32529,1.30949,0.68302,1.02268,0.001354,0.001354,0.001354
264,10374.4,1.21185,0.60145,0.95857,0.71925,0.45975,0.51634,0.32505,1.31006,0.68369,1.02297,0.001321,0.001321,0.001321
265,10980,1.20995,0.60069,0.95844,0.7209,0.45958,0.51652,0.32507,1.31063,0.68422,1.02328,0.001288,0.001288,0.001288
266,11604,1.21104,0.60035,0.95823,0.72023,0.45977,0.51627,0.325,1.31122,0.68483,1.02358,0.001255,0.001255,0.001255
267,12234,1.20895,0.5995,0.95685,0.71774,0.46037,0.51618,0.32488,1.31195,0.68584,1.02388,0.001222,0.001222,0.001222
268,12799.5,1.20179,0.59518,0.95576,0.71509,0.46139,0.51589,0.32465,1.31273,0.68675,1.0242,0.001189,0.001189,0.001189
269,13351.2,1.19944,0.59447,0.95418,0.71198,0.46226,0.51585,0.32457,1.31339,0.68755,1.0245,0.001156,0.001156,0.001156
270,13884.9,1.19461,0.59284,0.95471,0.70279,0.46424,0.51578,0.32437,1.31413,0.68845,1.02481,0.001123,0.001123,0.001123
271,14411.8,1.19397,0.59195,0.95297,0.70319,0.46483,0.51569,0.32419,1.31495,0.68942,1.02512,0.00109,0.00109,0.00109
272,14944.9,1.19192,0.59142,0.95308,0.70079,0.46522,0.51565,0.32402,1.3158,0.6904,1.02551,0.001057,0.001057,0.001057
273,15548.3,1.18989,0.5907,0.95223,0.69707,0.46601,0.51549,0.32382,1.31658,0.69116,1.02582,0.001024,0.001024,0.001024
274,16127.3,1.1862,0.58798,0.95118,0.69389,0.46731,0.51538,0.32338,1.31754,0.6916,1.02621,0.000991,0.000991,0.000991
275,16698.4,1.18449,0.58668,0.95044,0.69742,0.46711,0.51549,0.323,1.3185,0.69185,1.02657,0.000958,0.000958,0.000958
276,17257.5,1.18428,0.58669,0.95009,0.69485,0.46613,0.51539,0.32282,1.31942,0.69233,1.02695,0.000925,0.000925,0.000925
277,17794.3,1.17559,0.58273,0.94887,0.69693,0.46537,0.51518,0.32233,1.32034,0.693,1.02733,0.000892,0.000892,0.000892
278,18326,1.17533,0.58219,0.9477,0.69704,0.46476,0.51492,0.32198,1.32142,0.69376,1.02775,0.000859,0.000859,0.000859
279,18879.4,1.17529,0.58225,0.94714,0.70141,0.46336,0.51446,0.32155,1.32238,0.69451,1.02812,0.000826,0.000826,0.000826
280,19454.3,1.17157,0.58066,0.94639,0.70687,0.46248,0.51395,0.32122,1.32343,0.69534,1.02852,0.000793,0.000793,0.000793
281,19993.7,1.16847,0.57941,0.94596,0.7125,0.46098,0.51363,0.32071,1.3246,0.6966,1.02894,0.00076,0.00076,0.00076
282,20541.9,1.16576,0.57721,0.94478,0.71389,0.46028,0.51296,0.32018,1.32567,0.69773,1.02935,0.000727,0.000727,0.000727
283,21068.8,1.15839,0.57515,0.94408,0.71584,0.45851,0.51249,0.31968,1.32672,0.69868,1.02975,0.000694,0.000694,0.000694
284,21644.7,1.16392,0.57718,0.94401,0.72337,0.45625,0.51192,0.31923,1.32781,0.6994,1.03018,0.000661,0.000661,0.000661
285,22169,1.15565,0.57328,0.94276,0.7239,0.45355,0.51129,0.31883,1.32886,0.70058,1.0306,0.000628,0.000628,0.000628
286,22693.2,1.15336,0.57137,0.94136,0.72118,0.44955,0.51035,0.31821,1.33,0.70184,1.031,0.000595,0.000595,0.000595
287,23217.7,1.15187,0.57138,0.94082,0.72505,0.44745,0.51003,0.31788,1.33113,0.70277,1.03146,0.000562,0.000562,0.000562
288,23738.3,1.14683,0.56846,0.94045,0.72825,0.44559,0.50914,0.31734,1.33232,0.70355,1.03194,0.000529,0.000529,0.000529
289,24264.1,1.14454,0.568,0.93914,0.73097,0.44407,0.5081,0.31686,1.33354,0.70448,1.03241,0.000496,0.000496,0.000496
290,24816.8,1.14182,0.56608,0.93786,0.73403,0.4419,0.5071,0.31631,1.33466,0.70528,1.03285,0.000463,0.000463,0.000463
291,25523.1,1.14984,0.55986,0.929,0.73605,0.43983,0.50579,0.31569,1.33612,0.70759,1.03342,0.00043,0.00043,0.00043
292,26336.2,1.13903,0.55322,0.92457,0.74202,0.43876,0.50428,0.31504,1.33781,0.71014,1.03412,0.000397,0.000397,0.000397
293,26916.9,1.13465,0.55032,0.92403,0.74067,0.4379,0.50279,0.31427,1.33958,0.71266,1.03483,0.000364,0.000364,0.000364
294,27486.7,1.1289,0.54699,0.92233,0.74311,0.43679,0.50137,0.31354,1.34143,0.71547,1.03555,0.000331,0.000331,0.000331
295,28470.1,1.12356,0.54457,0.92045,0.74577,0.43571,0.50001,0.31302,1.34331,0.71819,1.03628,0.000298,0.000298,0.000298
296,29236.6,1.1188,0.54115,0.91909,0.74855,0.43487,0.49879,0.31208,1.34524,0.72058,1.03703,0.000265,0.000265,0.000265
297,29766.1,1.11784,0.54081,0.91789,0.74972,0.43404,0.49756,0.31152,1.34698,0.72269,1.03767,0.000232,0.000232,0.000232
298,30716.9,1.11623,0.5392,0.9169,0.74882,0.43284,0.49625,0.31098,1.34889,0.72518,1.03838,0.000199,0.000199,0.000199
299,31644.4,1.10537,0.53413,0.91529,0.74334,0.43226,0.49517,0.3104,1.35071,0.72762,1.03905,0.000166,0.000166,0.000166
300,32210.8,1.10121,0.53265,0.9139,0.73623,0.43196,0.49405,0.3097,1.35248,0.72977,1.03972,0.000133,0.000133,0.000133
